Datum;Gemeinde;Geschlecht;Staatsangehoerigkeit;Anzahl;Jahr;Wohnviertel-Name;Wohnviertel-ID
31. Dezember 1995;Basel;W;China;11;1995;Matthäus;17
31. Dezember 1995;Basel;W;Jamaika;5;1995;Matthäus;17
31. Dezember 1995;Basel;W;Nordmazedonien;148;1995;Matthäus;17
31. Dezember 1995;Basel;W;Peru;5;1995;Matthäus;17
31. Dezember 1995;Basel;W;Portugal;103;1995;Matthäus;17
31. Dezember 1995;Basel;W;Slowakei;2;1995;Matthäus;17
31. Dezember 1995;Basel;W;Slowenien;7;1995;Matthäus;17
31. Dezember 1995;Basel;W;Sri Lanka;56;1995;Matthäus;17
31. Dezember 1995;Basel;W;Union der Sozialistischen Sowjetrepu;1;1995;Matthäus;17
31. Dezember 1992;Basel;M;Belgien;1;1992;Matthäus;17
31. Dezember 1992;Basel;M;El Salvador;3;1992;Matthäus;17
31. Dezember 2000;Basel;W;Marokko;7;2000;Matthäus;17
31. Dezember 1988;Basel;M;Südafrika;1;1988;Matthäus;17
31. Dezember 1988;Basel;W;Kanada;2;1988;Matthäus;17
31. Dezember 1988;Basel;W;Philippinen;5;1988;Matthäus;17
31. Dezember 1988;Basel;W;Portugal;22;1988;Matthäus;17
31. Dezember 1989;Basel;M;Dänemark;3;1989;Matthäus;17
31. Dezember 1989;Basel;M;Frankreich;43;1989;Matthäus;17
31. Dezember 1989;Basel;M;Kenia;1;1989;Matthäus;17
31. Dezember 1989;Basel;W;Japan;3;1989;Matthäus;17
31. Dezember 1989;Basel;W;Thailand;2;1989;Matthäus;17
31. Dezember 1989;Basel;W;Tschechoslowakei;12;1989;Matthäus;17
31. Dezember 1981;Basel;M;Brasilien;1;1981;Matthäus;17
31. Dezember 1981;Basel;M;Israel;6;1981;Matthäus;17
31. Dezember 1981;Basel;M;Neuseeland;2;1981;Matthäus;17
31. Dezember 1981;Basel;M;Seychellen;1;1981;Matthäus;17
31. Dezember 1981;Basel;W;Brasilien;2;1981;Matthäus;17
31. Dezember 1981;Basel;W;Deutschland;178;1981;Matthäus;17
31. Dezember 1981;Basel;W;Griechenland;16;1981;Matthäus;17
31. Dezember 1981;Basel;W;Luxemburg;1;1981;Matthäus;17
31. Dezember 1981;Basel;W;Philippinen;1;1981;Matthäus;17
31. Dezember 1981;Basel;W;Spanien;330;1981;Matthäus;17
31. Dezember 1981;Basel;W;Thailand;4;1981;Matthäus;17
31. Dezember 1981;Basel;W;Vereinigtes Königreich;10;1981;Matthäus;17
31. Dezember 1982;Basel;M;China;1;1982;Matthäus;17
31. Dezember 1982;Basel;M;Deutschland;188;1982;Matthäus;17
31. Dezember 1982;Basel;M;El Salvador;2;1982;Matthäus;17
31. Dezember 1982;Basel;M;Schweiz;4773;1982;Matthäus;17
31. Dezember 1982;Basel;W;Brasilien;3;1982;Matthäus;17
31. Dezember 1982;Basel;W;Frankreich;33;1982;Matthäus;17
31. Dezember 1982;Basel;W;Niederlande;3;1982;Matthäus;17
31. Dezember 1982;Basel;W;Schweiz;5622;1982;Matthäus;17
31. Dezember 1983;Basel;M;Afghanistan;2;1983;Matthäus;17
31. Dezember 1983;Basel;M;Argentinien;1;1983;Matthäus;17
31. Dezember 1983;Basel;M;Belgien;2;1983;Matthäus;17
31. Dezember 1983;Basel;M;Chile;12;1983;Matthäus;17
31. Dezember 1983;Basel;W;Israel;1;1983;Matthäus;17
31. Dezember 1983;Basel;W;Philippinen;1;1983;Matthäus;17
31. Dezember 1983;Basel;W;Rumänien;4;1983;Matthäus;17
31. Dezember 2023;Basel;M;Armenien;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Bangladesch;9;2023;Matthäus;17
31. Dezember 2023;Basel;M;China;35;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ghana;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Israel;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Italien;475;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kenia;5;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kolumbien;10;2023;Matthäus;17
31. Dezember 2023;Basel;M;Litauen;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Pakistan;8;2023;Matthäus;17
31. Dezember 2023;Basel;M;Vereinigte Staaten;53;2023;Matthäus;17
31. Dezember 2023;Basel;M;Äthiopien;4;2023;Matthäus;17
31. Dezember 2023;Basel;W;Algerien;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Côte d'Ivoire;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Dänemark;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;El Salvador;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Ghana;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Korea (Süd-);11;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kroatien;49;2023;Matthäus;17
31. Dezember 2023;Basel;W;Polen;34;2023;Matthäus;17
31. Dezember 2023;Basel;W;Sambia;1;2023;Matthäus;17
31. Dezember 2013;Basel;W;Deutschland;620;2013;Matthäus;17
31. Dezember 2013;Basel;W;Finnland;7;2013;Matthäus;17
31. Dezember 2013;Basel;W;Kenia;1;2013;Matthäus;17
31. Dezember 2013;Basel;W;Korea (Süd-);4;2013;Matthäus;17
31. Dezember 2013;Basel;W;Liechtenstein;2;2013;Matthäus;17
31. Dezember 2013;Basel;W;Philippinen;6;2013;Matthäus;17
31. Dezember 2016;Basel;M;Mali;1;2016;Matthäus;17
31. Dezember 2016;Basel;M;Malta;1;2016;Matthäus;17
31. Dezember 2016;Basel;M;Niederlande;23;2016;Matthäus;17
31. Dezember 2016;Basel;M;Nordmazedonien;219;2016;Matthäus;17
31. Dezember 2016;Basel;M;Russland;17;2016;Matthäus;17
31. Dezember 2016;Basel;W;Bolivien;3;2016;Matthäus;17
31. Dezember 2016;Basel;W;Ecuador;1;2016;Matthäus;17
31. Dezember 2016;Basel;W;El Salvador;1;2016;Matthäus;17
31. Dezember 2016;Basel;W;Peru;1;2016;Matthäus;17
31. Dezember 2011;Basel;M;Belarus;2;2011;Matthäus;17
31. Dezember 2011;Basel;M;Kroatien;76;2011;Matthäus;17
31. Dezember 2011;Basel;W;Algerien;8;2011;Matthäus;17
31. Dezember 2011;Basel;W;Bosnien und Herzegowina;68;2011;Matthäus;17
31. Dezember 2011;Basel;W;Kanada;6;2011;Matthäus;17
31. Dezember 2016;Basel;M;Neuseeland;2;2016;Matthäus;17
31. Dezember 2016;Basel;M;Slowenien;19;2016;Matthäus;17
31. Dezember 2016;Basel;M;Sudan;2;2016;Matthäus;17
31. Dezember 2016;Basel;W;Australien;2;2016;Matthäus;17
31. Dezember 2016;Basel;W;Syrien;17;2016;Matthäus;17
31. Dezember 2016;Basel;W;Äthiopien;3;2016;Matthäus;17
31. Dezember 1995;Basel;M;Bosnien und Herzegowina;96;1995;Matthäus;17
31. Dezember 1995;Basel;M;China;9;1995;Matthäus;17
31. Dezember 1995;Basel;M;Côte d'Ivoire;1;1995;Matthäus;17
31. Dezember 2005;Basel;M;Litauen;1;2005;Matthäus;17
31. Dezember 2005;Basel;W;Deutschland;406;2005;Matthäus;17
31. Dezember 2005;Basel;W;Korea (Süd-);7;2005;Matthäus;17
31. Dezember 2005;Basel;W;Lettland;2;2005;Matthäus;17
31. Dezember 2005;Basel;W;Slowenien;3;2005;Matthäus;17
31. Dezember 2005;Basel;W;Tunesien;4;2005;Matthäus;17
31. Dezember 2008;Basel;M;Äthiopien;4;2008;Matthäus;17
31. Dezember 2008;Basel;W;Ghana;2;2008;Matthäus;17
31. Dezember 2003;Basel;M;Cabo Verde;3;2003;Matthäus;17
31. Dezember 2003;Basel;M;Italien;691;2003;Matthäus;17
31. Dezember 2012;Basel;M;Belgien;18;2012;Matthäus;17
31. Dezember 2012;Basel;M;Bosnien und Herzegowina;77;2012;Matthäus;17
31. Dezember 2012;Basel;M;Burkina Faso;1;2012;Matthäus;17
31. Dezember 2012;Basel;M;Deutschland;781;2012;Matthäus;17
31. Dezember 2012;Basel;M;Guinea;3;2012;Matthäus;17
31. Dezember 2012;Basel;M;Guinea-Bissau;2;2012;Matthäus;17
31. Dezember 2012;Basel;M;Italien;488;2012;Matthäus;17
31. Dezember 2012;Basel;M;Kosovo;186;2012;Matthäus;17
31. Dezember 2012;Basel;M;Kroatien;72;2012;Matthäus;17
31. Dezember 2012;Basel;M;Libanon;3;2012;Matthäus;17
31. Dezember 2012;Basel;M;Neuseeland;1;2012;Matthäus;17
31. Dezember 2012;Basel;W;Litauen;7;2012;Matthäus;17
31. Dezember 2012;Basel;W;Madagaskar;2;2012;Matthäus;17
31. Dezember 2012;Basel;W;Marokko;11;2012;Matthäus;17
31. Dezember 2012;Basel;W;Taiwan;1;2012;Matthäus;17
31. Dezember 2012;Basel;W;Tunesien;5;2012;Matthäus;17
31. Dezember 2011;Basel;M;Angola;9;2011;Matthäus;17
31. Dezember 2011;Basel;M;Armenien;1;2011;Matthäus;17
31. Dezember 2011;Basel;M;Bosnien und Herzegowina;86;2011;Matthäus;17
31. Dezember 2012;Basel;M;Ukraine;6;2012;Matthäus;17
31. Dezember 2012;Basel;W;Algerien;9;2012;Matthäus;17
31. Dezember 2012;Basel;W;Nordmazedonien;218;2012;Matthäus;17
31. Dezember 2012;Basel;W;Slowenien;2;2012;Matthäus;17
31. Dezember 2012;Basel;W;Tschechien;6;2012;Matthäus;17
31. Dezember 2012;Basel;W;Vietnam;20;2012;Matthäus;17
31. Dezember 2012;Basel;M;Simbabwe;4;2012;Matthäus;17
31. Dezember 2012;Basel;M;Vietnam;18;2012;Matthäus;17
31. Dezember 2012;Basel;W;Pakistan;4;2012;Matthäus;17
31. Dezember 2012;Basel;W;Somalia;11;2012;Matthäus;17
31. Dezember 1980;Basel;M;El Salvador;2;1980;Matthäus;17
31. Dezember 1980;Basel;W;Chile;5;1980;Matthäus;17
31. Dezember 1980;Basel;W;Vereinigtes Königreich;7;1980;Matthäus;17
31. Dezember 1980;Basel;W;Österreich;38;1980;Matthäus;17
31. Dezember 1986;Basel;M;Libanon;1;1986;Matthäus;17
31. Dezember 1986;Basel;M;Rumänien;3;1986;Matthäus;17
31. Dezember 1986;Basel;W;Neuseeland;1;1986;Matthäus;17
31. Dezember 1986;Basel;M;Belgien;1;1986;Matthäus;17
31. Dezember 1986;Basel;M;Schweden;4;1986;Matthäus;17
31. Dezember 1986;Basel;M;Tunesien;8;1986;Matthäus;17
31. Dezember 1986;Basel;W;Australien;1;1986;Matthäus;17
31. Dezember 1986;Basel;W;Belgien;3;1986;Matthäus;17
31. Dezember 1986;Basel;W;Dänemark;3;1986;Matthäus;17
31. Dezember 1985;Basel;W;Togo;1;1985;Matthäus;17
31. Dezember 1985;Basel;W;Staat unbekannt oder nicht angegeben;1;1985;Matthäus;17
31. Dezember 1985;Basel;W;Frankreich;26;1985;Matthäus;17
31. Dezember 1985;Basel;W;Niederlande;5;1985;Matthäus;17
31. Dezember 1985;Basel;W;Sri Lanka;1;1985;Matthäus;17
31. Dezember 1996;Basel;M;Tschechien;5;1996;Matthäus;17
31. Dezember 1996;Basel;M;Österreich;32;1996;Matthäus;17
31. Dezember 1996;Basel;W;Bulgarien;1;1996;Matthäus;17
31. Dezember 1996;Basel;W;Dominikanische Republik;31;1996;Matthäus;17
31. Dezember 1996;Basel;W;Irland;5;1996;Matthäus;17
31. Dezember 1996;Basel;M;Iran;1;1996;Matthäus;17
31. Dezember 1996;Basel;M;Nordmazedonien;211;1996;Matthäus;17
31. Dezember 2024;Basel;M;Italien;469;2024;Matthäus;17
31. Dezember 2024;Basel;M;Jemen;1;2024;Matthäus;17
31. Dezember 2024;Basel;M;Türkei;294;2024;Matthäus;17
31. Dezember 2024;Basel;M;Vereinigtes Königreich;62;2024;Matthäus;17
31. Dezember 2024;Basel;W;Albanien;6;2024;Matthäus;17
31. Dezember 2024;Basel;W;Armenien;1;2024;Matthäus;17
31. Dezember 2013;Basel;M;Armenien;2;2013;Matthäus;17
31. Dezember 2013;Basel;M;Finnland;7;2013;Matthäus;17
31. Dezember 2013;Basel;M;Irak;28;2013;Matthäus;17
31. Dezember 2013;Basel;M;Israel;5;2013;Matthäus;17
31. Dezember 2013;Basel;M;Myanmar;2;2013;Matthäus;17
31. Dezember 2013;Basel;M;Ungarn;22;2013;Matthäus;17
31. Dezember 2013;Basel;W;Algerien;7;2013;Matthäus;17
31. Dezember 2013;Basel;W;Belarus;1;2013;Matthäus;17
31. Dezember 2013;Basel;W;Serbien;70;2013;Matthäus;17
31. Dezember 2015;Basel;M;Armenien;1;2015;Matthäus;17
31. Dezember 2015;Basel;M;Guinea-Bissau;2;2015;Matthäus;17
31. Dezember 2015;Basel;M;Somalia;12;2015;Matthäus;17
31. Dezember 2015;Basel;W;Afghanistan;12;2015;Matthäus;17
31. Dezember 2015;Basel;W;Haiti;1;2015;Matthäus;17
31. Dezember 2015;Basel;W;Marokko;12;2015;Matthäus;17
31. Dezember 2017;Basel;M;Niederlande;25;2017;Matthäus;17
31. Dezember 2017;Basel;M;Senegal;2;2017;Matthäus;17
31. Dezember 2017;Basel;M;Somalia;15;2017;Matthäus;17
31. Dezember 2017;Basel;M;Spanien;211;2017;Matthäus;17
31. Dezember 1989;Basel;M;Chile;5;1989;Matthäus;17
31. Dezember 1989;Basel;M;Italien;1255;1989;Matthäus;17
31. Dezember 1989;Basel;M;Kamerun;2;1989;Matthäus;17
31. Dezember 1989;Basel;M;Libanon;1;1989;Matthäus;17
31. Dezember 1989;Basel;W;Australien;4;1989;Matthäus;17
31. Dezember 1989;Basel;W;Indonesien;1;1989;Matthäus;17
31. Dezember 1989;Basel;W;Kanada;3;1989;Matthäus;17
31. Dezember 1989;Basel;W;Kuba;1;1989;Matthäus;17
31. Dezember 1989;Basel;W;Libanon;1;1989;Matthäus;17
31. Dezember 1989;Basel;W;Togo;2;1989;Matthäus;17
31. Dezember 1989;Basel;W;Vereinigte Staaten;20;1989;Matthäus;17
31. Dezember 1989;Basel;W;Ägypten;2;1989;Matthäus;17
31. Dezember 1989;Basel;W;Äthiopien;2;1989;Matthäus;17
31. Dezember 2017;Basel;M;Australien;3;2017;Matthäus;17
31. Dezember 2017;Basel;M;Irak;21;2017;Matthäus;17
31. Dezember 2017;Basel;W;Australien;3;2017;Matthäus;17
31. Dezember 2017;Basel;W;Eritrea;84;2017;Matthäus;17
31. Dezember 2017;Basel;W;Frankreich;83;2017;Matthäus;17
31. Dezember 2017;Basel;W;Kosovo;192;2017;Matthäus;17
31. Dezember 2017;Basel;W;Liechtenstein;3;2017;Matthäus;17
31. Dezember 2017;Basel;W;Polen;32;2017;Matthäus;17
31. Dezember 2017;Basel;W;Taiwan;2;2017;Matthäus;17
31. Dezember 2017;Basel;W;Äthiopien;3;2017;Matthäus;17
31. Dezember 2014;Basel;W;Tschechien;12;2014;Matthäus;17
31. Dezember 2014;Basel;W;Ungarn;22;2014;Matthäus;17
31. Dezember 2000;Basel;M;Ghana;3;2000;Matthäus;17
31. Dezember 2000;Basel;M;Neuseeland;1;2000;Matthäus;17
31. Dezember 2000;Basel;M;Philippinen;1;2000;Matthäus;17
31. Dezember 2000;Basel;M;Senegal;4;2000;Matthäus;17
31. Dezember 2000;Basel;M;Slowakei;3;2000;Matthäus;17
31. Dezember 2000;Basel;M;Thailand;7;2000;Matthäus;17
31. Dezember 2000;Basel;M;Tschechoslowakei;1;2000;Matthäus;17
31. Dezember 2000;Basel;W;Ecuador;4;2000;Matthäus;17
31. Dezember 1988;Basel;W;Marokko;1;1988;Matthäus;17
31. Dezember 1990;Basel;M;Bolivien;2;1990;Matthäus;17
31. Dezember 1981;Basel;M;Australien;2;1981;Matthäus;17
31. Dezember 1981;Basel;M;Ex-Jugoslawien;200;1981;Matthäus;17
31. Dezember 1981;Basel;M;Griechenland;13;1981;Matthäus;17
31. Dezember 1981;Basel;M;Mexiko;2;1981;Matthäus;17
31. Dezember 1981;Basel;M;Peru;1;1981;Matthäus;17
31. Dezember 1981;Basel;M;Polen;2;1981;Matthäus;17
31. Dezember 1981;Basel;M;Spanien;414;1981;Matthäus;17
31. Dezember 1981;Basel;M;Tschechoslowakei;38;1981;Matthäus;17
31. Dezember 1981;Basel;M;Türkei;218;1981;Matthäus;17
31. Dezember 1981;Basel;W;China;4;1981;Matthäus;17
31. Dezember 1981;Basel;W;Ex-Jugoslawien;158;1981;Matthäus;17
31. Dezember 1981;Basel;W;Libanon;2;1981;Matthäus;17
31. Dezember 1981;Basel;W;Togo;1;1981;Matthäus;17
31. Dezember 1982;Basel;M;Brasilien;1;1982;Matthäus;17
31. Dezember 1982;Basel;M;Luxemburg;1;1982;Matthäus;17
31. Dezember 1982;Basel;M;Philippinen;1;1982;Matthäus;17
31. Dezember 1982;Basel;M;Rumänien;4;1982;Matthäus;17
31. Dezember 1982;Basel;M;Senegal;1;1982;Matthäus;17
31. Dezember 1982;Basel;W;Chile;5;1982;Matthäus;17
31. Dezember 1982;Basel;W;Irak;1;1982;Matthäus;17
31. Dezember 1983;Basel;M;Malaysia;2;1983;Matthäus;17
31. Dezember 1983;Basel;M;Staat unbekannt oder nicht angegeben;5;1983;Matthäus;17
31. Dezember 1983;Basel;M;Türkei;363;1983;Matthäus;17
31. Dezember 1983;Basel;W;Australien;3;1983;Matthäus;17
31. Dezember 1983;Basel;W;Jordanien;1;1983;Matthäus;17
31. Dezember 1983;Basel;W;Peru;1;1983;Matthäus;17
31. Dezember 2021;Basel;M;Guinea;2;2021;Matthäus;17
31. Dezember 2021;Basel;M;Indonesien;1;2021;Matthäus;17
31. Dezember 2021;Basel;M;Iran;18;2021;Matthäus;17
31. Dezember 2021;Basel;M;Island;2;2021;Matthäus;17
31. Dezember 2021;Basel;M;Litauen;1;2021;Matthäus;17
31. Dezember 2021;Basel;M;Malaysia;4;2021;Matthäus;17
31. Dezember 2021;Basel;M;Senegal;3;2021;Matthäus;17
31. Dezember 2021;Basel;M;Serbien;124;2021;Matthäus;17
31. Dezember 2021;Basel;M;Tschechien;5;2021;Matthäus;17
31. Dezember 2021;Basel;M;Türkei;347;2021;Matthäus;17
31. Dezember 2021;Basel;M;Ukraine;3;2021;Matthäus;17
31. Dezember 2021;Basel;W;Armenien;1;2021;Matthäus;17
31. Dezember 2021;Basel;W;Australien;4;2021;Matthäus;17
31. Dezember 2021;Basel;W;Benin;1;2021;Matthäus;17
31. Dezember 2021;Basel;W;Bosnien und Herzegowina;48;2021;Matthäus;17
31. Dezember 2021;Basel;W;Dominikanische Republik;28;2021;Matthäus;17
31. Dezember 2021;Basel;W;Griechenland;21;2021;Matthäus;17
31. Dezember 2021;Basel;W;Haiti;1;2021;Matthäus;17
31. Dezember 2021;Basel;W;Irak;7;2021;Matthäus;17
31. Dezember 2021;Basel;W;Montenegro;2;2021;Matthäus;17
31. Dezember 2021;Basel;W;Niederlande;25;2021;Matthäus;17
31. Dezember 2021;Basel;W;Somalia;11;2021;Matthäus;17
31. Dezember 2016;Basel;M;Kongo (Brazzaville);1;2016;Matthäus;17
31. Dezember 2016;Basel;M;Polen;44;2016;Matthäus;17
31. Dezember 2016;Basel;W;Bangladesch;8;2016;Matthäus;17
31. Dezember 2017;Basel;M;Kanada;15;2017;Matthäus;17
31. Dezember 2017;Basel;M;Kongo (Brazzaville);1;2017;Matthäus;17
31. Dezember 2017;Basel;M;Korea (Süd-);2;2017;Matthäus;17
31. Dezember 2017;Basel;M;Kosovo;229;2017;Matthäus;17
31. Dezember 2017;Basel;M;Aserbaidschan;6;2017;Matthäus;17
31. Dezember 2017;Basel;M;Lettland;3;2017;Matthäus;17
31. Dezember 2017;Basel;M;Philippinen;8;2017;Matthäus;17
31. Dezember 2017;Basel;M;Äthiopien;4;2017;Matthäus;17
31. Dezember 2023;Basel;M;Frankreich;115;2023;Matthäus;17
31. Dezember 2023;Basel;M;Irland;10;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kamerun;15;2023;Matthäus;17
31. Dezember 2023;Basel;M;Kongo (Brazzaville);2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Neuseeland;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ungarn;43;2023;Matthäus;17
31. Dezember 2023;Basel;M;Vereinigtes Königreich;61;2023;Matthäus;17
31. Dezember 2023;Basel;M;Österreich;48;2023;Matthäus;17
31. Dezember 2023;Basel;W;Belarus;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Bosnien und Herzegowina;43;2023;Matthäus;17
31. Dezember 2023;Basel;W;Bulgarien;40;2023;Matthäus;17
31. Dezember 2023;Basel;W;Estland;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Haiti;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Iran;8;2023;Matthäus;17
31. Dezember 2023;Basel;W;Japan;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kanada;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Lettland;3;2023;Matthäus;17
31. Dezember 2023;Basel;W;Madagaskar;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Mexiko;4;2023;Matthäus;17
31. Dezember 2023;Basel;W;Simbabwe;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Staat unbekannt oder nicht angegeben;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Taiwan;2;2023;Matthäus;17
31. Dezember 2022;Basel;M;China;34;2022;Matthäus;17
31. Dezember 2022;Basel;M;Jamaika;1;2022;Matthäus;17
31. Dezember 2022;Basel;M;Kuba;5;2022;Matthäus;17
31. Dezember 2022;Basel;M;Philippinen;3;2022;Matthäus;17
31. Dezember 2022;Basel;M;Simbabwe;2;2022;Matthäus;17
31. Dezember 2022;Basel;M;Taiwan;1;2022;Matthäus;17
31. Dezember 2022;Basel;M;Tansania;1;2022;Matthäus;17
31. Dezember 2022;Basel;W;Belgien;9;2022;Matthäus;17
31. Dezember 2022;Basel;W;Brasilien;56;2022;Matthäus;17
31. Dezember 2022;Basel;W;Bulgarien;40;2022;Matthäus;17
31. Dezember 2022;Basel;W;Deutschland;628;2022;Matthäus;17
31. Dezember 2022;Basel;W;Estland;2;2022;Matthäus;17
31. Dezember 2022;Basel;W;Indien;109;2022;Matthäus;17
31. Dezember 2022;Basel;W;Japan;6;2022;Matthäus;17
31. Dezember 2022;Basel;W;Jordanien;2;2022;Matthäus;17
31. Dezember 2022;Basel;W;Kolumbien;10;2022;Matthäus;17
31. Dezember 2022;Basel;W;Kosovo;156;2022;Matthäus;17
31. Dezember 2022;Basel;W;Libanon;5;2022;Matthäus;17
31. Dezember 2022;Basel;W;Luxemburg;6;2022;Matthäus;17
31. Dezember 2022;Basel;W;Nigeria;3;2022;Matthäus;17
31. Dezember 2022;Basel;W;Slowenien;19;2022;Matthäus;17
31. Dezember 2022;Basel;W;Ukraine;87;2022;Matthäus;17
31. Dezember 2022;Basel;W;Ungarn;42;2022;Matthäus;17
31. Dezember 2022;Basel;M;Bosnien und Herzegowina;44;2022;Matthäus;17
31. Dezember 2022;Basel;M;Nicaragua;1;2022;Matthäus;17
31. Dezember 2022;Basel;M;Nordmazedonien;168;2022;Matthäus;17
31. Dezember 2022;Basel;M;Peru;4;2022;Matthäus;17
31. Dezember 2021;Basel;M;Argentinien;4;2021;Matthäus;17
31. Dezember 2021;Basel;M;Bolivien;5;2021;Matthäus;17
31. Dezember 2021;Basel;M;Ecuador;7;2021;Matthäus;17
31. Dezember 2021;Basel;M;Griechenland;31;2021;Matthäus;17
31. Dezember 2021;Basel;M;Kamerun;14;2021;Matthäus;17
31. Dezember 2021;Basel;M;Nicaragua;1;2021;Matthäus;17
31. Dezember 2021;Basel;M;Niederlande;23;2021;Matthäus;17
31. Dezember 2021;Basel;M;Singapur;1;2021;Matthäus;17
31. Dezember 2021;Basel;M;Slowenien;15;2021;Matthäus;17
31. Dezember 2021;Basel;M;Tunesien;17;2021;Matthäus;17
31. Dezember 2021;Basel;M;Äthiopien;7;2021;Matthäus;17
31. Dezember 2021;Basel;W;Iran;9;2021;Matthäus;17
31. Dezember 2021;Basel;W;Kroatien;51;2021;Matthäus;17
31. Dezember 2021;Basel;W;Lettland;5;2021;Matthäus;17
31. Dezember 2021;Basel;W;Nordmazedonien;164;2021;Matthäus;17
31. Dezember 2021;Basel;W;Vereinigte Staaten;57;2021;Matthäus;17
31. Dezember 1982;Basel;M;Chile;6;1982;Matthäus;17
31. Dezember 1982;Basel;M;Ex-Jugoslawien;245;1982;Matthäus;17
31. Dezember 1982;Basel;M;Kanada;5;1982;Matthäus;17
31. Dezember 1982;Basel;W;Griechenland;16;1982;Matthäus;17
31. Dezember 1982;Basel;W;Iran;1;1982;Matthäus;17
31. Dezember 1982;Basel;W;Simbabwe;1;1982;Matthäus;17
31. Dezember 1982;Basel;W;Staat unbekannt oder nicht angegeben;2;1982;Matthäus;17
31. Dezember 1982;Basel;W;Vietnam;17;1982;Matthäus;17
31. Dezember 1980;Basel;M;Ex-Jugoslawien;152;1980;Matthäus;17
31. Dezember 1980;Basel;M;Indien;5;1980;Matthäus;17
31. Dezember 1980;Basel;M;Jordanien;4;1980;Matthäus;17
31. Dezember 1980;Basel;M;Kanada;4;1980;Matthäus;17
31. Dezember 1980;Basel;M;Schweiz;4841;1980;Matthäus;17
31. Dezember 1980;Basel;M;Vereinigtes Königreich;27;1980;Matthäus;17
31. Dezember 1980;Basel;W;Bulgarien;1;1980;Matthäus;17
31. Dezember 1980;Basel;W;Ex-Jugoslawien;130;1980;Matthäus;17
31. Dezember 1980;Basel;W;Japan;5;1980;Matthäus;17
31. Dezember 1980;Basel;W;Korea (Süd-);1;1980;Matthäus;17
31. Dezember 1980;Basel;W;Simbabwe;1;1980;Matthäus;17
31. Dezember 1981;Basel;M;Kanada;2;1981;Matthäus;17
31. Dezember 1981;Basel;M;Niederlande;10;1981;Matthäus;17
31. Dezember 1981;Basel;M;Schweiz;4819;1981;Matthäus;17
31. Dezember 1981;Basel;M;Vereinigte Staaten;23;1981;Matthäus;17
31. Dezember 1981;Basel;W;Israel;1;1981;Matthäus;17
31. Dezember 1981;Basel;W;Österreich;32;1981;Matthäus;17
31. Dezember 1983;Basel;M;Indien;5;1983;Matthäus;17
31. Dezember 1983;Basel;M;Marokko;1;1983;Matthäus;17
31. Dezember 1983;Basel;M;Rumänien;4;1983;Matthäus;17
31. Dezember 1983;Basel;W;Ex-Jugoslawien;200;1983;Matthäus;17
31. Dezember 1983;Basel;W;Schweden;5;1983;Matthäus;17
31. Dezember 1983;Basel;W;Thailand;1;1983;Matthäus;17
31. Dezember 1992;Basel;M;Malta;1;1992;Matthäus;17
31. Dezember 1992;Basel;M;Russland;2;1992;Matthäus;17
31. Dezember 1992;Basel;M;Somalia;2;1992;Matthäus;17
31. Dezember 1992;Basel;M;Vereinigte Staaten;31;1992;Matthäus;17
31. Dezember 1992;Basel;M;Vereinigtes Königreich;40;1992;Matthäus;17
31. Dezember 1992;Basel;W;Schweiz;4757;1992;Matthäus;17
31. Dezember 1992;Basel;W;Sri Lanka;30;1992;Matthäus;17
31. Dezember 2008;Basel;M;Afghanistan;6;2008;Matthäus;17
31. Dezember 2008;Basel;M;Serbien;21;2008;Matthäus;17
31. Dezember 2008;Basel;W;Albanien;6;2008;Matthäus;17
31. Dezember 2008;Basel;W;Algerien;7;2008;Matthäus;17
31. Dezember 2008;Basel;W;Kasachstan;1;2008;Matthäus;17
31. Dezember 2008;Basel;W;Lettland;1;2008;Matthäus;17
31. Dezember 2008;Basel;W;Liberia;1;2008;Matthäus;17
31. Dezember 2008;Basel;W;Myanmar;2;2008;Matthäus;17
31. Dezember 2008;Basel;W;Schweiz;4084;2008;Matthäus;17
31. Dezember 2008;Basel;W;Vereinigtes Königreich;63;2008;Matthäus;17
