Datum;Gemeinde;Geschlecht;Staatsangehoerigkeit;Anzahl;Jahr;Wohnviertel-Name;Wohnviertel-ID
31. Dezember 2000;Basel;M;Ägypten;1;2000;Matthäus;17
31. Dezember 2000;Basel;W;Indonesien;1;2000;Matthäus;17
31. Dezember 2000;Basel;W;Jamaika;2;2000;Matthäus;17
31. Dezember 2000;Basel;W;Kanada;2;2000;Matthäus;17
31. Dezember 1998;Basel;M;Kamerun;7;1998;Matthäus;17
31. Dezember 1998;Basel;M;Kroatien;165;1998;Matthäus;17
31. Dezember 1998;Basel;M;Luxemburg;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Neuseeland;2;1998;Matthäus;17
31. Dezember 1998;Basel;M;Sri Lanka;123;1998;Matthäus;17
31. Dezember 1998;Basel;W;Italien;726;1998;Matthäus;17
31. Dezember 1998;Basel;W;Kongo (Kinshasa);5;1998;Matthäus;17
31. Dezember 1998;Basel;W;Mexiko;3;1998;Matthäus;17
31. Dezember 1998;Basel;W;Tschechoslowakei;3;1998;Matthäus;17
31. Dezember 1998;Basel;W;Vereinigte Staaten;15;1998;Matthäus;17
31. Dezember 1998;Basel;W;Vietnam;20;1998;Matthäus;17
31. Dezember 2005;Basel;M;Bangladesch;10;2005;Matthäus;17
31. Dezember 2005;Basel;M;Chile;1;2005;Matthäus;17
31. Dezember 2005;Basel;M;Haiti;1;2005;Matthäus;17
31. Dezember 2005;Basel;M;Liechtenstein;5;2005;Matthäus;17
31. Dezember 2005;Basel;M;Polen;12;2005;Matthäus;17
31. Dezember 2005;Basel;M;Russland;2;2005;Matthäus;17
31. Dezember 2005;Basel;M;Serbien und Montenegro;5;2005;Matthäus;17
31. Dezember 2005;Basel;M;Slowenien;5;2005;Matthäus;17
31. Dezember 2005;Basel;M;Sudan;1;2005;Matthäus;17
31. Dezember 2005;Basel;M;Vietnam;22;2005;Matthäus;17
31. Dezember 2005;Basel;M;Äthiopien;3;2005;Matthäus;17
31. Dezember 2005;Basel;W;Angola;12;2005;Matthäus;17
31. Dezember 2005;Basel;W;Argentinien;2;2005;Matthäus;17
31. Dezember 2004;Basel;W;Österreich;25;2004;Matthäus;17
31. Dezember 2004;Basel;W;Moldova;1;2004;Matthäus;17
31. Dezember 2004;Basel;W;Tschechoslowakei;1;2004;Matthäus;17
31. Dezember 2004;Basel;M;Jamaika;2;2004;Matthäus;17
31. Dezember 2004;Basel;M;Mauretanien;1;2004;Matthäus;17
31. Dezember 2004;Basel;M;Polen;13;2004;Matthäus;17
31. Dezember 2004;Basel;M;Serbien und Montenegro;2;2004;Matthäus;17
31. Dezember 2004;Basel;M;Türkei;684;2004;Matthäus;17
31. Dezember 2004;Basel;W;Afghanistan;3;2004;Matthäus;17
31. Dezember 2004;Basel;W;Australien;4;2004;Matthäus;17
31. Dezember 2004;Basel;W;Mexiko;2;2004;Matthäus;17
31. Dezember 2006;Basel;M;Afghanistan;7;2006;Matthäus;17
31. Dezember 2006;Basel;M;Armenien;2;2006;Matthäus;17
31. Dezember 2006;Basel;M;Brasilien;20;2006;Matthäus;17
31. Dezember 2006;Basel;M;Haiti;1;2006;Matthäus;17
31. Dezember 2006;Basel;M;Irak;29;2006;Matthäus;17
31. Dezember 2006;Basel;M;Kanada;12;2006;Matthäus;17
31. Dezember 2006;Basel;M;Mauretanien;1;2006;Matthäus;17
31. Dezember 2006;Basel;M;Mongolei;1;2006;Matthäus;17
31. Dezember 2006;Basel;M;Myanmar;2;2006;Matthäus;17
31. Dezember 2006;Basel;M;Niederlande;21;2006;Matthäus;17
31. Dezember 2006;Basel;M;Russland;6;2006;Matthäus;17
31. Dezember 2006;Basel;M;Somalia;3;2006;Matthäus;17
31. Dezember 2006;Basel;M;Uganda;1;2006;Matthäus;17
31. Dezember 2006;Basel;W;Chile;4;2006;Matthäus;17
31. Dezember 2006;Basel;W;Irland;6;2006;Matthäus;17
31. Dezember 2006;Basel;W;Nordmazedonien;254;2006;Matthäus;17
31. Dezember 2006;Basel;W;Pakistan;6;2006;Matthäus;17
31. Dezember 2006;Basel;W;Schweiz;3987;2006;Matthäus;17
31. Dezember 2006;Basel;W;Tschechien;9;2006;Matthäus;17
31. Dezember 2007;Basel;M;Vereinigtes Königreich;69;2007;Matthäus;17
31. Dezember 2007;Basel;W;Syrien;2;2007;Matthäus;17
31. Dezember 2007;Basel;M;Belarus;1;2007;Matthäus;17
31. Dezember 2007;Basel;M;Armenien;1;2007;Matthäus;17
31. Dezember 2007;Basel;W;Australien;7;2007;Matthäus;17
31. Dezember 2007;Basel;W;Belgien;4;2007;Matthäus;17
31. Dezember 2007;Basel;W;China;30;2007;Matthäus;17
31. Dezember 2007;Basel;W;Guatemala;1;2007;Matthäus;17
31. Dezember 2007;Basel;W;Kroatien;92;2007;Matthäus;17
31. Dezember 2007;Basel;W;Libanon;2;2007;Matthäus;17
31. Dezember 2010;Basel;W;Jamaika;3;2010;Matthäus;17
31. Dezember 2010;Basel;W;Katar;2;2010;Matthäus;17
31. Dezember 2010;Basel;W;Nepal;1;2010;Matthäus;17
31. Dezember 2010;Basel;W;Venezuela;7;2010;Matthäus;17
31. Dezember 2010;Basel;W;Vereinigte Arabische Emirate;1;2010;Matthäus;17
31. Dezember 2010;Basel;W;Äthiopien;4;2010;Matthäus;17
31. Dezember 2003;Basel;M;Korea (Nord-);1;2003;Matthäus;17
31. Dezember 2003;Basel;M;Liechtenstein;3;2003;Matthäus;17
31. Dezember 2003;Basel;M;Polen;14;2003;Matthäus;17
31. Dezember 2003;Basel;M;Schweiz;3775;2003;Matthäus;17
31. Dezember 2003;Basel;M;Thailand;9;2003;Matthäus;17
31. Dezember 2003;Basel;W;Ungarn;9;2003;Matthäus;17
31. Dezember 2003;Basel;W;Vietnam;15;2003;Matthäus;17
31. Dezember 2002;Basel;M;Bosnien und Herzegowina;170;2002;Matthäus;17
31. Dezember 2002;Basel;M;Libanon;1;2002;Matthäus;17
31. Dezember 2002;Basel;M;Liberia;2;2002;Matthäus;17
31. Dezember 2002;Basel;M;Norwegen;4;2002;Matthäus;17
31. Dezember 2002;Basel;W;Afghanistan;3;2002;Matthäus;17
31. Dezember 2002;Basel;W;Eritrea;1;2002;Matthäus;17
31. Dezember 2002;Basel;W;Ghana;2;2002;Matthäus;17
31. Dezember 2002;Basel;W;Kamerun;9;2002;Matthäus;17
31. Dezember 2002;Basel;W;Kanada;4;2002;Matthäus;17
31. Dezember 2002;Basel;W;Äthiopien;4;2002;Matthäus;17
31. Dezember 2003;Basel;M;Libanon;1;2003;Matthäus;17
31. Dezember 2003;Basel;M;Vereinigtes Königreich;59;2003;Matthäus;17
31. Dezember 2003;Basel;W;Liechtenstein;3;2003;Matthäus;17
31. Dezember 2003;Basel;M;Australien;8;2003;Matthäus;17
31. Dezember 2003;Basel;M;Eritrea;1;2003;Matthäus;17
31. Dezember 2003;Basel;M;Brasilien;19;2003;Matthäus;17
31. Dezember 2003;Basel;M;Guinea;4;2003;Matthäus;17
31. Dezember 2003;Basel;M;Irak;26;2003;Matthäus;17
31. Dezember 2008;Basel;M;Albanien;2;2008;Matthäus;17
31. Dezember 2008;Basel;M;Kenia;6;2008;Matthäus;17
31. Dezember 2008;Basel;M;Korea (Süd-);1;2008;Matthäus;17
31. Dezember 2008;Basel;M;Nordmazedonien;254;2008;Matthäus;17
31. Dezember 2008;Basel;M;Portugal;274;2008;Matthäus;17
31. Dezember 2008;Basel;M;Staat unbekannt oder nicht angegeben;5;2008;Matthäus;17
31. Dezember 2009;Basel;M;Belarus;1;2009;Matthäus;17
31. Dezember 2009;Basel;M;Dominikanische Republik;13;2009;Matthäus;17
31. Dezember 2009;Basel;M;Frankreich;71;2009;Matthäus;17
31. Dezember 2009;Basel;M;Griechenland;11;2009;Matthäus;17
31. Dezember 2009;Basel;M;Malaysia;3;2009;Matthäus;17
31. Dezember 2009;Basel;M;Mongolei;2;2009;Matthäus;17
31. Dezember 2009;Basel;M;Panama;1;2009;Matthäus;17
31. Dezember 2009;Basel;M;Philippinen;6;2009;Matthäus;17
31. Dezember 2009;Basel;M;Sri Lanka;84;2009;Matthäus;17
31. Dezember 2009;Basel;M;Togo;2;2009;Matthäus;17
31. Dezember 2009;Basel;W;Argentinien;3;2009;Matthäus;17
31. Dezember 2009;Basel;W;China;27;2009;Matthäus;17
31. Dezember 2009;Basel;W;Eritrea;14;2009;Matthäus;17
31. Dezember 2009;Basel;W;Iran;12;2009;Matthäus;17
31. Dezember 2009;Basel;W;Korea (Süd-);8;2009;Matthäus;17
31. Dezember 2009;Basel;W;Thailand;34;2009;Matthäus;17
31. Dezember 2009;Basel;M;Belgien;13;2009;Matthäus;17
31. Dezember 2009;Basel;M;Ecuador;6;2009;Matthäus;17
31. Dezember 2009;Basel;M;Kolumbien;6;2009;Matthäus;17
31. Dezember 2009;Basel;M;Libanon;2;2009;Matthäus;17
31. Dezember 2009;Basel;M;Mexiko;8;2009;Matthäus;17
31. Dezember 2009;Basel;M;Niger;1;2009;Matthäus;17
31. Dezember 2009;Basel;W;Dominikanische Republik;35;2009;Matthäus;17
31. Dezember 2009;Basel;W;Libanon;3;2009;Matthäus;17
31. Dezember 2009;Basel;W;Serbien;37;2009;Matthäus;17
31. Dezember 2009;Basel;W;Taiwan;1;2009;Matthäus;17
31. Dezember 1999;Basel;M;Cabo Verde;4;1999;Matthäus;17
31. Dezember 1999;Basel;M;Frankreich;38;1999;Matthäus;17
31. Dezember 1999;Basel;M;Kasachstan;1;1999;Matthäus;17
31. Dezember 1999;Basel;M;Kroatien;154;1999;Matthäus;17
31. Dezember 2000;Basel;M;Niederlande;13;2000;Matthäus;17
31. Dezember 2000;Basel;M;Schweden;4;2000;Matthäus;17
31. Dezember 2000;Basel;W;Australien;8;2000;Matthäus;17
31. Dezember 2000;Basel;W;Bosnien und Herzegowina;145;2000;Matthäus;17
31. Dezember 1999;Basel;M;Portugal;121;1999;Matthäus;17
31. Dezember 1999;Basel;M;Rumänien;3;1999;Matthäus;17
31. Dezember 1999;Basel;M;Staat unbekannt oder nicht angegeben;3;1999;Matthäus;17
31. Dezember 1999;Basel;M;Vietnam;23;1999;Matthäus;17
31. Dezember 1999;Basel;M;Österreich;32;1999;Matthäus;17
31. Dezember 1999;Basel;W;Albanien;2;1999;Matthäus;17
31. Dezember 1999;Basel;W;Griechenland;2;1999;Matthäus;17
31. Dezember 1999;Basel;W;Haiti;1;1999;Matthäus;17
31. Dezember 1999;Basel;W;Japan;1;1999;Matthäus;17
31. Dezember 2000;Basel;W;Bulgarien;5;2000;Matthäus;17
31. Dezember 1998;Basel;M;Ghana;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Marokko;6;1998;Matthäus;17
31. Dezember 1998;Basel;M;Mongolei;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Nigeria;3;1998;Matthäus;17
31. Dezember 1998;Basel;M;Norwegen;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Portugal;141;1998;Matthäus;17
31. Dezember 1998;Basel;M;Schweiz;3768;1998;Matthäus;17
31. Dezember 1998;Basel;M;Senegal;2;1998;Matthäus;17
31. Dezember 1998;Basel;M;Österreich;34;1998;Matthäus;17
31. Dezember 1998;Basel;W;Albanien;4;1998;Matthäus;17
31. Dezember 1998;Basel;W;Algerien;1;1998;Matthäus;17
31. Dezember 1998;Basel;W;Deutschland;195;1998;Matthäus;17
31. Dezember 1998;Basel;W;Kolumbien;3;1998;Matthäus;17
31. Dezember 1998;Basel;W;Nordmazedonien;195;1998;Matthäus;17
31. Dezember 1998;Basel;W;Pakistan;1;1998;Matthäus;17
31. Dezember 1998;Basel;W;Schweden;4;1998;Matthäus;17
31. Dezember 1998;Basel;W;Slowenien;4;1998;Matthäus;17
31. Dezember 1998;Basel;W;Österreich;24;1998;Matthäus;17
31. Dezember 2005;Basel;M;Cabo Verde;3;2005;Matthäus;17
31. Dezember 2005;Basel;M;China;20;2005;Matthäus;17
31. Dezember 2005;Basel;M;Dänemark;8;2005;Matthäus;17
31. Dezember 2005;Basel;M;Niger;1;2005;Matthäus;17
31. Dezember 2005;Basel;M;Pakistan;16;2005;Matthäus;17
31. Dezember 2005;Basel;M;Usbekistan;1;2005;Matthäus;17
31. Dezember 2004;Basel;M;Gabun;1;2004;Matthäus;17
31. Dezember 2004;Basel;W;Ex-Jugoslawien;623;2004;Matthäus;17
31. Dezember 2004;Basel;M;Chile;2;2004;Matthäus;17
31. Dezember 2004;Basel;M;Libanon;2;2004;Matthäus;17
31. Dezember 2004;Basel;M;Nordmazedonien;269;2004;Matthäus;17
31. Dezember 2004;Basel;M;Somalia;2;2004;Matthäus;17
31. Dezember 2006;Basel;M;Belgien;13;2006;Matthäus;17
31. Dezember 2006;Basel;M;Kamerun;12;2006;Matthäus;17
31. Dezember 2006;Basel;M;Peru;6;2006;Matthäus;17
31. Dezember 2006;Basel;M;Türkei;663;2006;Matthäus;17
31. Dezember 2006;Basel;M;Uruguay;1;2006;Matthäus;17
31. Dezember 2006;Basel;W;Deutschland;438;2006;Matthäus;17
31. Dezember 2006;Basel;W;Finnland;8;2006;Matthäus;17
31. Dezember 2006;Basel;W;Kasachstan;2;2006;Matthäus;17
31. Dezember 2006;Basel;W;Uganda;1;2006;Matthäus;17
31. Dezember 2007;Basel;M;Australien;6;2007;Matthäus;17
31. Dezember 2007;Basel;M;Kenia;6;2007;Matthäus;17
31. Dezember 2007;Basel;M;Kuba;8;2007;Matthäus;17
31. Dezember 2007;Basel;W;Brasilien;43;2007;Matthäus;17
31. Dezember 2007;Basel;W;Israel;1;2007;Matthäus;17
31. Dezember 2007;Basel;W;Norwegen;2;2007;Matthäus;17
31. Dezember 2007;Basel;W;Senegal;1;2007;Matthäus;17
31. Dezember 2007;Basel;W;Singapur;2;2007;Matthäus;17
31. Dezember 2007;Basel;W;Togo;1;2007;Matthäus;17
31. Dezember 2007;Basel;W;Ungarn;11;2007;Matthäus;17
31. Dezember 2007;Basel;M;Bosnien und Herzegowina;110;2007;Matthäus;17
31. Dezember 2007;Basel;M;Serbien;6;2007;Matthäus;17
31. Dezember 2007;Basel;M;Slowakei;11;2007;Matthäus;17
31. Dezember 2007;Basel;M;Spanien;185;2007;Matthäus;17
31. Dezember 1985;Basel;M;Chile;10;1985;Matthäus;17
31. Dezember 2023;Basel;W;Bolivien;6;2023;Matthäus;17
31. Dezember 2023;Basel;W;Dominica;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Eritrea;75;2023;Matthäus;17
31. Dezember 2023;Basel;W;Frankreich;91;2023;Matthäus;17
31. Dezember 2023;Basel;W;Moldova;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Nigeria;3;2023;Matthäus;17
31. Dezember 2023;Basel;W;Senegal;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Slowenien;17;2023;Matthäus;17
31. Dezember 2023;Basel;W;Vietnam;14;2023;Matthäus;17
31. Dezember 2023;Basel;W;Österreich;49;2023;Matthäus;17
31. Dezember 2013;Basel;M;Sudan;2;2013;Matthäus;17
31. Dezember 2013;Basel;W;Japan;8;2013;Matthäus;17
31. Dezember 2013;Basel;W;Jordanien;3;2013;Matthäus;17
31. Dezember 2013;Basel;W;Kamerun;12;2013;Matthäus;17
31. Dezember 2013;Basel;W;Litauen;6;2013;Matthäus;17
31. Dezember 2013;Basel;W;Marokko;12;2013;Matthäus;17
31. Dezember 2011;Basel;M;Italien;515;2011;Matthäus;17
31. Dezember 2011;Basel;M;Thailand;11;2011;Matthäus;17
31. Dezember 2011;Basel;W;Argentinien;1;2011;Matthäus;17
31. Dezember 2011;Basel;W;Jemen;4;2011;Matthäus;17
31. Dezember 2008;Basel;M;Österreich;44;2008;Matthäus;17
31. Dezember 2008;Basel;W;Finnland;6;2008;Matthäus;17
31. Dezember 2008;Basel;W;Thailand;38;2008;Matthäus;17
31. Dezember 2012;Basel;W;Schweiz;4001;2012;Matthäus;17
31. Dezember 2011;Basel;M;Argentinien;3;2011;Matthäus;17
31. Dezember 2012;Basel;M;Nepal;2;2012;Matthäus;17
31. Dezember 2012;Basel;M;Usbekistan;1;2012;Matthäus;17
31. Dezember 2012;Basel;W;Indien;195;2012;Matthäus;17
31. Dezember 2014;Basel;M;Portugal;363;2014;Matthäus;17
31. Dezember 2014;Basel;M;Russland;16;2014;Matthäus;17
31. Dezember 2014;Basel;M;Simbabwe;4;2014;Matthäus;17
31. Dezember 1991;Basel;M;China;7;1991;Matthäus;17
31. Dezember 1991;Basel;M;Israel;4;1991;Matthäus;17
31. Dezember 1991;Basel;M;Neuseeland;2;1991;Matthäus;17
31. Dezember 1991;Basel;M;Syrien;1;1991;Matthäus;17
31. Dezember 1991;Basel;W;Spanien;334;1991;Matthäus;17
31. Dezember 1990;Basel;M;Jordanien;1;1990;Matthäus;17
31. Dezember 1990;Basel;M;Kenia;1;1990;Matthäus;17
31. Dezember 1990;Basel;M;Malaysia;3;1990;Matthäus;17
31. Dezember 1990;Basel;M;Norwegen;1;1990;Matthäus;17
31. Dezember 1990;Basel;M;Pakistan;4;1990;Matthäus;17
31. Dezember 1990;Basel;M;Senegal;1;1990;Matthäus;17
31. Dezember 1990;Basel;M;Türkei;837;1990;Matthäus;17
31. Dezember 1990;Basel;M;Ungarn;23;1990;Matthäus;17
31. Dezember 1990;Basel;M;Vereinigtes Königreich;35;1990;Matthäus;17
31. Dezember 1990;Basel;W;Ghana;2;1990;Matthäus;17
31. Dezember 1990;Basel;W;Spanien;327;1990;Matthäus;17
31. Dezember 1996;Basel;M;Cabo Verde;6;1996;Matthäus;17
31. Dezember 1996;Basel;M;Türkei;893;1996;Matthäus;17
31. Dezember 1996;Basel;W;Australien;4;1996;Matthäus;17
31. Dezember 1996;Basel;W;Bosnien und Herzegowina;108;1996;Matthäus;17
31. Dezember 1996;Basel;W;Deutschland;202;1996;Matthäus;17
31. Dezember 1996;Basel;W;Eritrea;1;1996;Matthäus;17
31. Dezember 1996;Basel;W;Iran;1;1996;Matthäus;17
31. Dezember 1996;Basel;W;Thailand;7;1996;Matthäus;17
31. Dezember 1980;Basel;M;Japan;5;1980;Matthäus;17
31. Dezember 1980;Basel;M;Korea (Süd-);1;1980;Matthäus;17
31. Dezember 1980;Basel;W;Polen;2;1980;Matthäus;17
31. Dezember 1986;Basel;W;Togo;1;1986;Matthäus;17
31. Dezember 1986;Basel;M;China;2;1986;Matthäus;17
31. Dezember 1986;Basel;W;Frankreich;29;1986;Matthäus;17
31. Dezember 1986;Basel;W;Kanada;2;1986;Matthäus;17
31. Dezember 1986;Basel;W;Niederlande;6;1986;Matthäus;17
31. Dezember 1985;Basel;M;Schweden;4;1985;Matthäus;17
31. Dezember 1985;Basel;W;Finnland;9;1985;Matthäus;17
31. Dezember 1985;Basel;W;Thailand;1;1985;Matthäus;17
31. Dezember 1985;Basel;M;Portugal;20;1985;Matthäus;17
31. Dezember 1996;Basel;M;Pakistan;5;1996;Matthäus;17
31. Dezember 1996;Basel;M;Rumänien;3;1996;Matthäus;17
31. Dezember 1996;Basel;M;Staat unbekannt oder nicht angegeben;1;1996;Matthäus;17
31. Dezember 1996;Basel;M;Togo;1;1996;Matthäus;17
31. Dezember 1996;Basel;W;Belgien;3;1996;Matthäus;17
31. Dezember 1996;Basel;M;Kongo (Kinshasa);8;1996;Matthäus;17
31. Dezember 1996;Basel;M;Kuba;1;1996;Matthäus;17
31. Dezember 1996;Basel;W;Sri Lanka;72;1996;Matthäus;17
31. Dezember 2022;Basel;M;Costa Rica;2;2022;Matthäus;17
31. Dezember 2022;Basel;M;Georgien;1;2022;Matthäus;17
31. Dezember 2022;Basel;W;Mongolei;1;2022;Matthäus;17
31. Dezember 2022;Basel;W;Polen;36;2022;Matthäus;17
31. Dezember 2022;Basel;W;Singapur;2;2022;Matthäus;17
31. Dezember 2022;Basel;W;Spanien;204;2022;Matthäus;17
31. Dezember 2013;Basel;M;Afghanistan;29;2013;Matthäus;17
31. Dezember 2013;Basel;W;Afghanistan;16;2013;Matthäus;17
31. Dezember 2013;Basel;W;Bolivien;2;2013;Matthäus;17
31. Dezember 2013;Basel;W;Italien;400;2013;Matthäus;17
31. Dezember 2013;Basel;W;Somalia;7;2013;Matthäus;17
31. Dezember 2013;Basel;W;Staat unbekannt oder nicht angegeben;2;2013;Matthäus;17
31. Dezember 2018;Basel;M;Aserbaidschan;6;2018;Matthäus;17
31. Dezember 2018;Basel;M;Côte d'Ivoire;10;2018;Matthäus;17
31. Dezember 2018;Basel;M;Kolumbien;8;2018;Matthäus;17
31. Dezember 2018;Basel;M;Niederlande;25;2018;Matthäus;17
31. Dezember 2018;Basel;M;Nigeria;12;2018;Matthäus;17
31. Dezember 2018;Basel;M;Rumänien;45;2018;Matthäus;17
31. Dezember 2018;Basel;M;Russland;15;2018;Matthäus;17
31. Dezember 2018;Basel;M;Südafrika;2;2018;Matthäus;17
31. Dezember 2018;Basel;M;Zypern;2;2018;Matthäus;17
31. Dezember 2018;Basel;W;Dominikanische Republik;28;2018;Matthäus;17
31. Dezember 2018;Basel;W;Griechenland;24;2018;Matthäus;17
31. Dezember 2018;Basel;W;Haiti;1;2018;Matthäus;17
31. Dezember 2018;Basel;W;Indonesien;3;2018;Matthäus;17
31. Dezember 2018;Basel;W;Irak;11;2018;Matthäus;17
31. Dezember 2018;Basel;W;Kanada;6;2018;Matthäus;17
31. Dezember 2018;Basel;W;Montenegro;1;2018;Matthäus;17
31. Dezember 2018;Basel;W;Myanmar;2;2018;Matthäus;17
31. Dezember 2018;Basel;W;Singapur;2;2018;Matthäus;17
31. Dezember 2018;Basel;W;Slowakei;22;2018;Matthäus;17
31. Dezember 2018;Basel;W;Syrien;21;2018;Matthäus;17
31. Dezember 2018;Basel;W;Tansania;1;2018;Matthäus;17
31. Dezember 2017;Basel;M;Norwegen;3;2017;Matthäus;17
31. Dezember 2017;Basel;M;Pakistan;14;2017;Matthäus;17
31. Dezember 2017;Basel;M;Taiwan;1;2017;Matthäus;17
31. Dezember 2001;Basel;M;Albanien;3;2001;Matthäus;17
31. Dezember 2001;Basel;M;Bulgarien;2;2001;Matthäus;17
31. Dezember 2001;Basel;M;China;9;2001;Matthäus;17
31. Dezember 2001;Basel;M;Jordanien;1;2001;Matthäus;17
31. Dezember 2001;Basel;M;Kenia;3;2001;Matthäus;17
31. Dezember 2001;Basel;M;Kuba;6;2001;Matthäus;17
31. Dezember 2001;Basel;M;Mexiko;1;2001;Matthäus;17
31. Dezember 2001;Basel;M;Neuseeland;1;2001;Matthäus;17
31. Dezember 2001;Basel;M;Peru;4;2001;Matthäus;17
31. Dezember 2001;Basel;M;Russland;5;2001;Matthäus;17
31. Dezember 2001;Basel;M;Venezuela;4;2001;Matthäus;17
31. Dezember 2001;Basel;W;Bulgarien;13;2001;Matthäus;17
31. Dezember 2001;Basel;W;Jamaika;2;2001;Matthäus;17
31. Dezember 2001;Basel;W;Moldova;1;2001;Matthäus;17
31. Dezember 2001;Basel;W;Russland;14;2001;Matthäus;17
31. Dezember 2001;Basel;W;Sri Lanka;99;2001;Matthäus;17
31. Dezember 1992;Basel;M;Niederlande;22;1992;Matthäus;17
31. Dezember 1992;Basel;M;Nigeria;1;1992;Matthäus;17
31. Dezember 1992;Basel;M;Simbabwe;1;1992;Matthäus;17
31. Dezember 1992;Basel;M;Südafrika;1;1992;Matthäus;17
31. Dezember 1992;Basel;M;Venezuela;1;1992;Matthäus;17
31. Dezember 1992;Basel;M;Vietnam;38;1992;Matthäus;17
31. Dezember 1992;Basel;W;Belgien;1;1992;Matthäus;17
31. Dezember 1992;Basel;W;El Salvador;2;1992;Matthäus;17
31. Dezember 1992;Basel;W;Israel;1;1992;Matthäus;17
31. Dezember 1992;Basel;W;Jamaika;2;1992;Matthäus;17
31. Dezember 1992;Basel;W;Kamerun;3;1992;Matthäus;17
31. Dezember 1992;Basel;W;Schweden;1;1992;Matthäus;17
31. Dezember 1994;Basel;M;Bosnien und Herzegowina;75;1994;Matthäus;17
31. Dezember 1994;Basel;M;Niederlande;19;1994;Matthäus;17
31. Dezember 1994;Basel;M;Union der Sozialistischen Sowjetrepu;1;1994;Matthäus;17
31. Dezember 1994;Basel;W;Bosnien und Herzegowina;74;1994;Matthäus;17
31. Dezember 1994;Basel;W;Vereinigte Staaten;19;1994;Matthäus;17
31. Dezember 1994;Basel;M;Griechenland;6;1994;Matthäus;17
31. Dezember 1994;Basel;M;Kongo (Kinshasa);3;1994;Matthäus;17
31. Dezember 1994;Basel;M;Litauen;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Peru;4;1994;Matthäus;17
31. Dezember 1994;Basel;W;Dominica;1;1994;Matthäus;17
31. Dezember 1994;Basel;W;Dominikanische Republik;21;1994;Matthäus;17
31. Dezember 1987;Basel;M;Cabo Verde;3;1987;Matthäus;17
31. Dezember 1987;Basel;M;Gambia;1;1987;Matthäus;17
31. Dezember 1987;Basel;M;Schweiz;4417;1987;Matthäus;17
31. Dezember 1987;Basel;M;Vereinigte Staaten;41;1987;Matthäus;17
31. Dezember 1987;Basel;W;Togo;1;1987;Matthäus;17
31. Dezember 1988;Basel;M;Bulgarien;1;1988;Matthäus;17
31. Dezember 1988;Basel;M;China;5;1988;Matthäus;17
31. Dezember 1988;Basel;M;El Salvador;3;1988;Matthäus;17
31. Dezember 1988;Basel;M;Indien;14;1988;Matthäus;17
31. Dezember 1988;Basel;W;Togo;2;1988;Matthäus;17
31. Dezember 1988;Basel;W;Türkei;418;1988;Matthäus;17
31. Dezember 2017;Basel;M;Bolivien;5;2017;Matthäus;17
31. Dezember 2017;Basel;W;Dänemark;6;2017;Matthäus;17
31. Dezember 2017;Basel;W;Indien;123;2017;Matthäus;17
31. Dezember 2017;Basel;W;Kasachstan;2;2017;Matthäus;17
31. Dezember 2017;Basel;W;Myanmar;2;2017;Matthäus;17
31. Dezember 2017;Basel;W;Nigeria;5;2017;Matthäus;17
31. Dezember 2017;Basel;W;Peru;2;2017;Matthäus;17
31. Dezember 2017;Basel;W;Rumänien;49;2017;Matthäus;17
31. Dezember 2017;Basel;W;Türkei;348;2017;Matthäus;17
31. Dezember 2017;Basel;W;Vereinigtes Königreich;62;2017;Matthäus;17
31. Dezember 2017;Basel;W;Zypern;1;2017;Matthäus;17
31. Dezember 2014;Basel;W;Schweiz;3956;2014;Matthäus;17
31. Dezember 2014;Basel;W;Slowenien;8;2014;Matthäus;17
31. Dezember 2014;Basel;W;Tibet;1;2014;Matthäus;17
31. Dezember 2014;Basel;W;Venezuela;6;2014;Matthäus;17
31. Dezember 2014;Basel;W;Vietnam;17;2014;Matthäus;17
31. Dezember 1995;Basel;M;Uruguay;2;1995;Matthäus;17
31. Dezember 1995;Basel;W;Dominikanische Republik;22;1995;Matthäus;17
31. Dezember 1995;Basel;W;Frankreich;38;1995;Matthäus;17
31. Dezember 1995;Basel;W;Mali;1;1995;Matthäus;17
31. Dezember 1992;Basel;M;Australien;4;1992;Matthäus;17
31. Dezember 1992;Basel;M;Deutschland;264;1992;Matthäus;17
31. Dezember 1992;Basel;M;Dänemark;5;1992;Matthäus;17
31. Dezember 1992;Basel;M;Frankreich;43;1992;Matthäus;17
31. Dezember 1992;Basel;M;Korea (Nord-);1;1992;Matthäus;17
31. Dezember 1992;Basel;M;Liechtenstein;9;1992;Matthäus;17
31. Dezember 1992;Basel;M;Marokko;10;1992;Matthäus;17
31. Dezember 1992;Basel;W;Vietnam;33;1992;Matthäus;17
31. Dezember 2000;Basel;M;Griechenland;5;2000;Matthäus;17
31. Dezember 2000;Basel;W;Ex-Jugoslawien;608;2000;Matthäus;17
31. Dezember 2000;Basel;W;Griechenland;1;2000;Matthäus;17
31. Dezember 2000;Basel;W;Kongo (Brazzaville);1;2000;Matthäus;17
